GEO.id2,HC03_EST_VC01,GEO.id2,HC02_EST_VC03,HC02_EST_VC04,HC02_EST_VC05,HC02_EST_VC06,HC02_EST_VC09,HC02_EST_VC10,HC02_EST_VC11,HC02_EST_VC12,HC02_EST_VC13,HC02_EST_VC14,HC02_EST_VC15,HC02_EST_VC17,HC02_EST_VC18,GEO.id2,HC04_EST_VC01,GEO.id2,HC04_EST_VC26,GEO.id2,HD01_VD01
Id2,Percent with a disability; Estimate; Total civilian noninstitutionalized population,Id2,Percent; Estimate; Population 18 to 24 years - Less than high school graduate,Percent; Estimate; Population 18 to 24 years - High school graduate (includes equivalency),Percent; Estimate; Population 18 to 24 years - Some college or associate's degree,Percent; Estimate; Population 18 to 24 years - Bachelor's degree or higher,Percent; Estimate; Population 25 years and over - Less than 9th grade,"Percent; Estimate; Population 25 years and over - 9th to 12th grade, no diploma",Percent; Estimate; Population 25 years and over - High school graduate (includes equivalency),"Percent; Estimate; Population 25 years and over - Some college, no degree",Percent; Estimate; Population 25 years and over - Associate's degree,Percent; Estimate; Population 25 years and over - Bachelor's degree,Percent; Estimate; Population 25 years and over - Graduate or professional degree,Percent; Estimate; Percent high school graduate or higher,Percent; Estimate; Percent bachelor's degree or higher,Id2,Percent households receiving food stamps/SNAP; Estimate; Households,Id2,Unemployment rate; Estimate; Population 20 to 64 years,Id2,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
36005008600,22.7,36005008600,40.9,34.3,24.8,0,17.1,23.7,29.8,14.8,5.4,6.2,3,59.3,9.3,36005008600,53.9,36005008600,10.1,36005008700,29188
36005008700,10.2,36005008700,32.8,23.2,44,0,24.9,13.5,24.1,19.8,9.9,5.8,2,61.7,7.9,36005008700,44.7,36005008700,7.7,36005008900,20849
36005008900,16.7,36005008900,30.5,40,29.4,0,29.6,20.2,24.6,13.8,3.6,7,1.2,50.2,8.3,36005008900,59.2,36005008900,5.5,36005009000,27000
36005009000,15.7,36005009000,20.7,32.6,41.6,5.1,13,16.5,29,18.6,4.3,14.2,4.4,70.4,18.5,36005009000,45.1,36005009000,14.1,36005009200,35227
36005009200,10.5,36005009200,30.5,16.9,48.9,3.7,15,9.9,29.5,19.1,8.3,12.8,5.4,75.1,18.2,36005009200,28.2,36005009200,17,36005009300,30159
36005009300,11.6,36005009300,37.2,25.5,30.5,6.7,18,18.5,27.2,16.5,9.4,7.7,2.8,63.5,10.4,36005009300,41.2,36005009300,8.3,36005009600,41250
36005009600,13.2,36005009600,25.4,10.4,56.3,7.8,18.5,11.3,23.9,17.8,9.1,13.5,5.8,70.2,19.4,36005009600,22.3,36005009600,15.8,36005009800,57438
36005009800,9.1,36005009800,16.4,28.8,39.7,15.1,9.6,6.2,33.3,19.9,6,17,8,84.1,25,36005009800,20.5,36005009800,12.3,36005011502,21765
36005011000,5.9,36005011000,0,18.4,81.6,0,0,13.6,15.5,21.4,12.6,36.9,0,86.4,36.9,36005011000,29.1,36005011000,12.8,36005011700,25483
36005011502,13.3,36005011502,28.5,35.5,30.2,5.7,21.8,16.4,24.1,14.1,11,11.3,1.2,61.7,12.5,36005011502,55.8,36005011502,17.6,36005011800,83077
36005011700,14,36005011700,55.7,15.2,26.7,2.4,10.6,19,26.6,19.7,8.7,14.7,0.6,70.4,15.3,36005011700,43.5,36005011700,17.3,36005011900,22097
36005011800,8.9,36005011800,0.6,19.1,71.2,9.1,3.6,6.6,32.8,18.1,10,15.6,13.3,89.8,28.9,36005011800,1.7,36005011800,7.3,36005012101,27813
36005011900,10.5,36005011900,39.7,21.7,32.1,6.6,26.6,15.8,28.8,14.9,6.1,6,1.8,57.6,7.8,36005011900,56.7,36005011900,15.1,36005012102,20028
36005012101,7,36005012101,41.4,30.2,27.2,1.2,23.7,17.8,29.8,11.6,6.9,7.5,2.8,58.6,10.3,36005012101,38.4,36005012101,10.5,36005012300,21300
36005012102,11.2,36005012102,43.5,22.6,33.8,0,25.5,13.5,25.9,17.8,7.5,8.9,0.9,61,9.8,36005012102,49.9,36005012102,17.6,36005012500,26348
36005012300,11.3,36005012300,29.2,33.6,32.5,4.7,17,17,28.5,19.9,3.6,11.9,2.1,66,14,36005012300,53.8,36005012300,10.7,36005012701,18641
36005012500,11.6,36005012500,29.6,49.1,21.2,0,24.9,12.9,28.3,18.1,3.8,9.9,2.1,62.2,12,36005012500,41.2,36005012500,13.1,36005012901,18269
36005012701,21.4,36005012701,44.8,36.6,14,4.7,21.9,13.5,24.7,21.8,8.2,7,2.7,64.5,9.7,36005012701,69.3,36005012701,8.7,36005013000,77917
36005012901,11.8,36005012901,42.2,26.1,29.7,2.1,16.3,24.6,30.6,9.1,9.5,5.7,4.1,59.1,9.8,36005012901,59.9,36005012901,11.7,36005013100,25271
36005013000,13.4,36005013000,5.4,17,74.9,2.7,7.6,11.7,36.9,15.3,3.9,12.1,12.4,80.6,24.6,36005013000,14.5,36005013000,3.5,36005013200,96701
36005013100,13.7,36005013100,13.6,31.6,53.9,0.9,19.9,19.2,23.5,18.6,7.5,6.4,5,60.9,11.4,36005013100,44.7,36005013100,10.4,36005013300,25282
36005013200,9.4,36005013200,11.2,29.5,49.1,10.2,10.2,7.1,25.1,18.9,8.1,16.8,13.7,82.6,30.5,36005013200,10.3,36005013200,6.6,36005013500,23279
36005013300,15.5,36005013300,33.5,35.2,27.9,3.4,26.5,21,27.9,11.7,2.3,9.4,1.3,52.6,10.6,36005013300,54.8,36005013300,14.4,36005013800,79773
36005013500,18.3,36005013500,22.6,42.3,28.3,6.8,14.3,18.5,28.2,20.9,6.3,7.4,4.6,67.3,12,36005013500,52,36005013500,11.6,36005014100,32500
36005013800,14.6,36005013800,4.6,37,47.1,11.3,9,6.9,35.4,20.9,5.7,13.6,8.4,84.1,22,36005013800,7.3,36005013800,8.4,36005014300,12000
36005014100,14.8,36005014100,22.3,30.2,41.3,6.2,13.7,17.1,27.2,19.3,7.4,10.9,4.4,69.2,15.3,36005014100,44.5,36005014100,12.7,36005014400,19418
36005014300,21.3,36005014300,53.8,0,46.2,0,19.9,19.7,24.5,20.4,6.6,4.8,4.2,60.4,9,36005014300,66.1,36005014300,17.8,36005014500,22711
36005014400,15.2,36005014400,31.6,35.6,32.8,0,11.1,14.4,33.6,21.5,8.3,6.5,4.7,74.6,11.2,36005014400,51.1,36005014400,15.8,36005014701,14334
36005014500,11.9,36005014500,17.4,31.7,42.9,8,17.3,20.9,32.7,16.4,5.3,6.7,0.7,61.8,7.4,36005014500,68,36005014500,21.3,36005014702,17782
36005014701,19,36005014701,28,43.3,20.7,8.1,22.2,15.8,25.8,19.8,4.4,11.8,0.2,62,12,36005014701,64.9,36005014701,25.7,36005014900,27212
36005014702,16.5,36005014702,45.3,24.9,29.8,0,21.6,26.6,30,12.6,3.2,5.1,0.8,51.8,5.9,36005014702,60.7,36005014702,19.1,36005015100,30339
36005014900,12.2,36005014900,38.4,34.3,27.3,0,17.7,18.7,22.7,19.3,8.3,9.7,3.6,63.6,13.3,36005014900,44.5,36005014900,18.4,36005015200,70162
36005015100,9.4,36005015100,25.1,18.9,46.9,9,19.1,16.4,23.3,22.8,7.2,7.3,4,64.5,11.3,36005015100,39.2,36005015100,9.2,36005015300,19630
36005015200,8.7,36005015200,10.9,45.3,31.3,12.5,11.2,7.5,25,25.4,8.7,12.8,9.4,81.3,22.1,36005015200,18.4,36005015200,8.2,36005015500,21136
36005015300,9,36005015300,22.9,42.5,26.3,8.4,15.4,14,26.5,16,8.9,16.6,2.5,70.6,19.1,36005015300,51.8,36005015300,13.1,36005015700,33785
36005015500,9.3,36005015500,27.3,31.2,41.5,0,29.1,17.9,23.9,14.4,1.7,10.7,2.3,53.1,13,36005015500,57.4,36005015500,26.8,36005015800,77045
36005015700,10.9,36005015700,22.2,44.9,31.4,1.5,13.8,20.4,32,22.1,3.1,6.1,2.5,65.7,8.6,36005015700,54.6,36005015700,20.9,36005015900,16027
36005015800,7.7,36005015800,1.4,5.6,77.8,15.3,9.3,11.5,32.1,21.8,4.9,14.5,5.9,79.2,20.5,36005015800,5.2,36005015800,7.9,36005016000,77216
36005015900,16.5,36005015900,41.8,0,48.2,10,23.9,14.2,29.1,8,7.8,3.4,13.5,61.9,16.9,36005015900,56.6,36005015900,13.3,36005016100,12467
36005016000,8.8,36005016000,20.4,25.5,37.8,16.3,9.5,3,31.5,13.4,15.2,16.5,10.9,87.5,27.5,36005016000,3.5,36005016000,6.6,36005016200,70682
36005016100,11,36005016100,40,32.6,27.4,0,27.2,21.4,22.6,11.8,7.2,8.1,1.8,51.4,9.9,36005016100,52.8,36005016100,14.5,36005016300,-
36005016200,9.1,36005016200,17.4,19.5,55.8,7.4,11.8,14.1,31.8,16.5,4.8,13.7,7.4,74.2,21.1,36005016200,12.1,36005016200,9.1,36005016400,60682
36005016300,-,36005016300,-,-,-,-,-,-,-,-,-,-,-,-,-,36005016300,-,36005016300,-,36005016500,26645
36005016400,14.5,36005016400,0,59.7,14.9,25.4,5.7,12.5,39.8,16.2,3.2,15.7,6.8,81.8,22.5,36005016400,9.4,36005016400,16.2,36005016600,63421
36005016500,10.3,36005016500,38.9,54.9,6.2,0,23.2,15.9,19,19.7,6.6,14.5,1.1,61,15.6,36005016500,51.2,36005016500,11.2,36005016700,27222
36005016600,14.9,36005016600,9,22.5,55.9,12.6,8.4,8.4,34,20.6,5.7,17.6,5.2,83.2,22.9,36005016600,15.1,36005016600,8.6,36005016900,27697
36005016700,12.3,36005016700,17,40.9,33.3,8.7,10.7,17.4,31.1,14.2,8.6,12.2,5.7,71.9,17.9,36005016700,53.8,36005016700,14.5,36005017100,-
36005016900,16.5,36005016900,28.1,10.6,51.3,10,12.9,15.4,23.7,23.1,11.2,10,3.6,71.7,13.6,36005016900,45.9,36005016900,22.3,36005017300,18720
36005017100,-,36005017100,-,-,-,-,-,-,-,-,-,-,-,-,-,36005017100,-,36005017100,-,36005017500,22000
36005017300,21.5,36005017300,29.8,14.3,36.7,19.2,32.5,14.2,19.1,15.1,7.9,6,5.3,53.3,11.3,36005017300,48.8,36005017300,17.8,36005017701,25022
36005017500,15.1,36005017500,16.1,59,17.8,7.1,20.7,18.4,32.6,15.5,3.4,7.2,2.2,60.9,9.5,36005017500,62.8,36005017500,14.8,36005017702,23485
36005017701,9.4,36005017701,26.6,18.4,49.9,5.1,17.7,26.6,15.9,18.8,4.2,12.5,4.3,55.7,16.8,36005017701,58.6,36005017701,14.1,36005017901,21376
36005017702,15.9,36005017702,30.4,35.9,33.7,0,20.9,19.9,28.8,12.7,3,11.6,3.2,59.2,14.7,36005017702,53.3,36005017702,16.2,36005017902,20852
